Name,Date,Open,High,Low,Close,AdjClose,Volume
GooG,3/22/2019,1226.319946,1230,1202.824951,1205.5,1205.5,1714200
ssss,3/25/2019,1196.930054,1206.397949,1187.040039,1193,1193,1496800
fff,3/22/2019,119.5,119.589996,117.040001,117.050003,115.521576,33624500
MSFT,3/25/2019,116.559998,118.010002,116.32,117.660004,116.123627,27067100
